,var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var2(t)
347,135.0,-14.0,-9.0,1034.0,NW,9.84,0.0,0.0,120.0
348,120.0,-13.0,-6.0,1034.0,cv,0.89,0.0,0.0,148.0
349,148.0,-13.0,-5.0,1033.0,NW,1.79,0.0,0.0,127.0
350,127.0,-12.0,-4.0,1031.0,cv,0.89,0.0,0.0,128.0
351,128.0,-12.0,-3.0,1031.0,cv,1.78,0.0,0.0,140.0
352,140.0,-12.0,-3.0,1030.0,cv,2.67,0.0,0.0,148.0
353,148.0,-11.0,-3.0,1030.0,cv,3.56,0.0,0.0,150.0
354,150.0,-11.0,-4.0,1031.0,NE,0.89,0.0,0.0,154.0
355,154.0,-12.0,-7.0,1031.0,cv,0.89,0.0,0.0,197.0
356,197.0,-12.0,-7.0,1032.0,cv,1.78,0.0,0.0,235.0
357,235.0,-12.0,-8.0,1032.0,cv,2.23,0.0,0.0,261.0
358,261.0,-12.0,-9.0,1032.0,cv,3.12,0.0,0.0,269.0
359,269.0,-13.0,-11.0,1032.0,NW,0.89,0.0,0.0,266.0
360,266.0,-14.0,-11.0,1032.0,NW,2.68,0.0,0.0,263.0
361,263.0,-15.0,-12.0,1032.0,NW,5.81,0.0,0.0,241.0
362,241.0,-14.0,-11.0,1032.0,cv,0.45,0.0,0.0,205.0
363,205.0,-14.0,-11.0,1031.0,cv,1.34,0.0,0.0,160.0
364,160.0,-14.0,-12.0,1031.0,NW,1.79,0.0,0.0,150.0
365,150.0,-14.0,-12.0,1031.0,NW,3.58,0.0,0.0,148.0
366,148.0,-14.0,-10.0,1030.0,NW,6.71,0.0,0.0,208.0
367,208.0,-14.0,-11.0,1030.0,NW,9.84,0.0,0.0,209.0
368,209.0,-15.0,-10.0,1030.0,NW,11.63,0.0,0.0,183.0
369,183.0,-13.0,-10.0,1030.0,NW,14.76,0.0,0.0,161.0
370,161.0,-13.0,-8.0,1030.0,NW,17.89,0.0,0.0,182.0
371,182.0,-12.0,-6.0,1030.0,cv,0.45,0.0,0.0,230.0
372,230.0,-11.0,-5.0,1030.0,cv,1.34,0.0,0.0,170.0
373,170.0,-11.0,-4.0,1029.0,cv,2.23,0.0,0.0,172.0
374,172.0,-11.0,-3.0,1028.0,cv,3.12,0.0,0.0,154.0
375,154.0,-10.0,-1.0,1027.0,cv,4.01,0.0,0.0,166.0
376,166.0,-11.0,-1.0,1027.0,cv,4.46,0.0,0.0,177.0
377,177.0,-10.0,-1.0,1026.0,SE,0.89,0.0,0.0,191.0
378,191.0,-10.0,-3.0,1026.0,SE,1.78,0.0,0.0,212.0
379,212.0,-10.0,-5.0,1027.0,SE,2.67,0.0,0.0,250.0
380,250.0,-10.0,-6.0,1027.0,NE,0.89,0.0,0.0,268.0
381,268.0,-11.0,-7.0,1027.0,cv,0.45,0.0,0.0,317.0
382,317.0,-10.0,-7.0,1027.0,cv,0.9,0.0,0.0,291.0
383,291.0,-11.0,-9.0,1027.0,cv,1.35,0.0,0.0,313.0
384,313.0,-12.0,-9.0,1027.0,NE,0.89,0.0,0.0,282.0
385,282.0,-12.0,-10.0,1028.0,cv,0.89,0.0,0.0,282.0
386,282.0,-13.0,-11.0,1028.0,NW,3.13,0.0,0.0,303.0
387,303.0,-11.0,-9.0,1028.0,NW,4.92,0.0,0.0,349.0
388,349.0,-13.0,-10.0,1028.0,NW,6.71,0.0,0.0,407.0
389,407.0,-13.0,-11.0,1028.0,NW,7.6,0.0,0.0,361.0
390,361.0,-13.0,-11.0,1027.0,NE,1.79,0.0,0.0,234.0
391,234.0,-14.0,-11.0,1028.0,NW,0.89,0.0,0.0,149.0
392,149.0,-14.0,-11.0,1028.0,NW,4.02,0.0,0.0,147.0
393,147.0,-14.0,-11.0,1028.0,NW,5.81,0.0,0.0,184.0
394,184.0,-11.0,-6.0,1028.0,NW,9.83,0.0,0.0,161.0
395,161.0,-10.0,-5.0,1028.0,NW,11.62,0.0,0.0,137.0
396,137.0,-9.0,-3.0,1028.0,NW,13.41,0.0,0.0,146.0
397,146.0,-8.0,-1.0,1027.0,NW,15.2,0.0,0.0,144.0
398,144.0,-9.0,0.0,1026.0,NW,16.99,0.0,0.0,154.0
399,154.0,-9.0,1.0,1025.0,NE,1.79,0.0,0.0,173.0
400,173.0,-9.0,1.0,1025.0,cv,0.89,0.0,0.0,188.0
401,188.0,-8.0,1.0,1025.0,SE,0.89,0.0,0.0,203.0
402,203.0,-7.0,-1.0,1025.0,SE,2.68,0.0,0.0,233.0
403,233.0,-7.0,-2.0,1025.0,cv,0.89,0.0,0.0,408.0
404,408.0,-7.0,-3.0,1025.0,SE,0.89,0.0,0.0,435.0
405,435.0,-5.0,-2.0,1026.0,cv,0.89,0.0,0.0,403.0
406,403.0,-5.0,-1.0,1026.0,NW,1.79,0.0,0.0,360.0
407,360.0,-5.0,-1.0,1026.0,NW,3.58,0.0,0.0,402.0
408,402.0,-6.0,-1.0,1026.0,cv,0.89,0.0,0.0,358.0
409,358.0,-4.0,-1.0,1025.0,NW,1.79,0.0,0.0,383.0
410,383.0,-5.0,-1.0,1024.0,NW,4.92,0.0,0.0,332.0
411,332.0,-5.0,-1.0,1024.0,NW,6.71,0.0,0.0,274.0
412,274.0,-5.0,-1.0,1023.0,NW,8.5,0.0,0.0,256.0
413,256.0,-4.0,-1.0,1022.0,NW,10.29,0.0,0.0,302.0
414,302.0,-4.0,-1.0,1021.0,NW,11.18,0.0,0.0,330.0
415,330.0,-4.0,-1.0,1021.0,NW,12.07,0.0,0.0,367.0
416,367.0,-4.0,-1.0,1021.0,NW,13.86,0.0,0.0,297.0
417,297.0,-4.0,0.0,1021.0,cv,0.89,0.0,0.0,331.0
418,331.0,-4.0,0.0,1021.0,NW,1.79,0.0,0.0,323.0
419,323.0,-4.0,0.0,1021.0,cv,0.89,0.0,0.0,339.0
420,339.0,-5.0,1.0,1021.0,NW,1.79,0.0,0.0,301.0
421,301.0,-5.0,1.0,1020.0,cv,0.89,0.0,0.0,310.0
422,310.0,-4.0,1.0,1019.0,cv,1.34,0.0,0.0,305.0
423,305.0,-4.0,1.0,1018.0,NE,0.89,0.0,0.0,313.0
424,313.0,-3.0,2.0,1018.0,cv,0.45,0.0,0.0,336.0
425,336.0,-3.0,2.0,1018.0,cv,1.34,0.0,0.0,357.0
426,357.0,-2.0,2.0,1018.0,NE,0.89,0.0,0.0,485.0
427,485.0,-3.0,1.0,1018.0,cv,0.89,0.0,0.0,426.0
428,426.0,-3.0,2.0,1020.0,NW,1.79,0.0,0.0,403.0
429,403.0,-3.0,1.0,1020.0,NW,4.92,0.0,0.0,374.0
430,374.0,-3.0,0.0,1021.0,NW,6.71,0.0,0.0,333.0
431,333.0,-3.0,0.0,1021.0,NW,8.5,0.0,0.0,343.0
432,343.0,-3.0,1.0,1020.0,NW,11.63,0.0,0.0,364.0
433,364.0,-2.0,0.0,1021.0,NW,14.76,0.0,0.0,389.0
434,389.0,-2.0,-1.0,1022.0,NW,16.55,0.0,0.0,368.0
435,368.0,-4.0,-2.0,1022.0,NW,19.68,0.0,0.0,267.0
436,267.0,-2.0,-1.0,1023.0,NW,25.49,0.0,0.0,71.0
437,71.0,-3.0,1.0,1023.0,NW,28.62,0.0,0.0,81.0
438,81.0,-3.0,0.0,1024.0,NW,31.75,0.0,0.0,51.0
439,51.0,-5.0,2.0,1026.0,NW,36.67,0.0,0.0,49.0
440,49.0,-9.0,1.0,1027.0,NW,41.59,0.0,0.0,44.0
441,44.0,-10.0,0.0,1028.0,NW,48.74,0.0,0.0,45.0
442,45.0,-10.0,0.0,1030.0,NW,55.89,0.0,0.0,35.0
443,35.0,-11.0,1.0,1032.0,NW,63.04,0.0,0.0,29.0
444,29.0,-13.0,0.0,1033.0,NW,71.09,0.0,0.0,27.0
445,27.0,-13.0,0.0,1033.0,NW,78.24,0.0,0.0,29.0
446,29.0,-13.0,-1.0,1033.0,NE,8.05,0.0,0.0,16.0
447,16.0,-13.0,-1.0,1032.0,NW,7.15,0.0,0.0,23.0
448,23.0,-15.0,-1.0,1032.0,NE,5.81,0.0,0.0,28.0
449,28.0,-14.0,-1.0,1033.0,NW,5.81,0.0,0.0,22.0
450,22.0,-15.0,-2.0,1033.0,NW,12.96,0.0,0.0,11.0
451,11.0,-16.0,-3.0,1034.0,NW,21.01,0.0,0.0,25.0
452,25.0,-17.0,-4.0,1035.0,NW,28.16,0.0,0.0,16.0
453,16.0,-19.0,-3.0,1036.0,NW,37.99,0.0,0.0,20.0
454,20.0,-18.0,-4.0,1037.0,NW,46.93,0.0,0.0,20.0
455,20.0,-19.0,-4.0,1038.0,NW,55.87,0.0,0.0,18.0
456,18.0,-19.0,-5.0,1038.0,NW,65.7,0.0,0.0,18.0
457,18.0,-20.0,-6.0,1038.0,NW,75.53,0.0,0.0,17.0
458,17.0,-20.0,-6.0,1038.0,NW,85.36,0.0,0.0,17.0
459,17.0,-20.0,-7.0,1038.0,NW,95.19,0.0,0.0,17.0
460,17.0,-22.0,-8.0,1038.0,NW,103.24,0.0,0.0,15.0
461,15.0,-23.0,-8.0,1038.0,NW,111.29,0.0,0.0,19.0
462,19.0,-24.0,-9.0,1038.0,NW,118.44,0.0,0.0,16.0
463,16.0,-24.0,-9.0,1038.0,NW,128.27,0.0,0.0,18.0
464,18.0,-25.0,-9.0,1038.0,NW,138.1,0.0,0.0,18.0
465,18.0,-25.0,-8.0,1039.0,NW,147.04,0.0,0.0,18.0
466,18.0,-25.0,-8.0,1039.0,NW,155.98,0.0,0.0,26.0
467,26.0,-22.0,-7.0,1039.0,NW,160.9,0.0,0.0,26.0
468,26.0,-22.0,-7.0,1038.0,NE,3.13,0.0,0.0,25.0
469,25.0,-22.0,-5.0,1037.0,NW,4.02,0.0,0.0,24.0
470,24.0,-21.0,-5.0,1035.0,NE,3.13,0.0,0.0,15.0
471,15.0,-21.0,-4.0,1034.0,SE,1.79,0.0,0.0,17.0
472,17.0,-20.0,-3.0,1034.0,NE,1.79,0.0,0.0,15.0
473,15.0,-21.0,-2.0,1033.0,NW,4.92,0.0,0.0,21.0
474,21.0,-20.0,-2.0,1033.0,NW,10.73,0.0,0.0,40.0
475,40.0,-20.0,-2.0,1034.0,NW,15.65,0.0,0.0,51.0
476,51.0,-19.0,-3.0,1034.0,NW,21.46,0.0,0.0,45.0
477,45.0,-19.0,-3.0,1035.0,NW,25.48,0.0,0.0,61.0
478,61.0,-17.0,-8.0,1035.0,NE,0.89,0.0,0.0,72.0
479,72.0,-18.0,-9.0,1035.0,NW,1.79,0.0,0.0,38.0
480,38.0,-18.0,-9.0,1035.0,NW,3.58,0.0,0.0,35.0
481,35.0,-18.0,-6.0,1036.0,NW,7.6,0.0,0.0,29.0
482,29.0,-20.0,-4.0,1037.0,NW,17.43,0.0,0.0,26.0
483,26.0,-21.0,-5.0,1037.0,NW,27.26,0.0,0.0,18.0
484,18.0,-21.0,-6.0,1037.0,NW,35.31,0.0,0.0,15.0
485,15.0,-20.0,-7.0,1036.0,NW,42.46,0.0,0.0,15.0
486,15.0,-20.0,-7.0,1035.0,NW,48.27,0.0,0.0,22.0
487,22.0,-20.0,-7.0,1035.0,NW,54.08,0.0,0.0,21.0
488,21.0,-20.0,-7.0,1036.0,NW,59.0,0.0,0.0,19.0
489,19.0,-19.0,-7.0,1036.0,NW,63.92,0.0,0.0,22.0
490,22.0,-20.0,-5.0,1036.0,NW,67.94,0.0,0.0,25.0
491,25.0,-19.0,-4.0,1036.0,NW,75.09,0.0,0.0,22.0
492,22.0,-19.0,-4.0,1036.0,NW,84.03,0.0,0.0,26.0
493,26.0,-19.0,-3.0,1035.0,NW,95.21,0.0,0.0,32.0
494,32.0,-18.0,-3.0,1034.0,NW,105.04,0.0,0.0,30.0
495,30.0,-19.0,-2.0,1033.0,NW,114.87,0.0,0.0,32.0
496,32.0,-18.0,-2.0,1032.0,NW,124.7,0.0,0.0,30.0
497,30.0,-18.0,-2.0,1032.0,NW,133.64,0.0,0.0,32.0
498,32.0,-18.0,-2.0,1032.0,NW,139.45,0.0,0.0,37.0
499,37.0,-18.0,-3.0,1032.0,NW,144.37,0.0,0.0,49.0
500,49.0,-17.0,-5.0,1033.0,NW,149.29,0.0,0.0,47.0
501,47.0,-18.0,-4.0,1033.0,NW,153.31,0.0,0.0,39.0
502,39.0,-17.0,-4.0,1032.0,NW,159.12,0.0,0.0,35.0
503,35.0,-17.0,-4.0,1032.0,NW,164.04,0.0,0.0,48.0
504,48.0,-17.0,-7.0,1032.0,NW,168.06,0.0,0.0,49.0
505,49.0,-17.0,-4.0,1033.0,NW,172.08,0.0,0.0,24.0
506,24.0,-17.0,-8.0,1033.0,cv,0.89,0.0,0.0,23.0
507,23.0,-17.0,-5.0,1032.0,NW,4.92,0.0,0.0,20.0
508,20.0,-18.0,-6.0,1032.0,NW,8.05,0.0,0.0,19.0
509,19.0,-18.0,-5.0,1031.0,NW,12.97,0.0,0.0,16.0
510,16.0,-18.0,-6.0,1031.0,NW,16.1,0.0,0.0,22.0
511,22.0,-18.0,-7.0,1031.0,NW,20.12,0.0,0.0,24.0
512,24.0,-18.0,-7.0,1031.0,NW,24.14,0.0,0.0,24.0
513,24.0,-18.0,-6.0,1031.0,NW,25.93,0.0,0.0,41.0
514,41.0,-18.0,-2.0,1031.0,NW,30.85,0.0,0.0,23.0
515,23.0,-17.0,-1.0,1031.0,NW,38.9,0.0,0.0,19.0
516,19.0,-17.0,0.0,1030.0,NW,46.95,0.0,0.0,15.0
517,15.0,-19.0,1.0,1029.0,NW,55.0,0.0,0.0,19.0
518,19.0,-20.0,2.0,1027.0,NW,63.05,0.0,0.0,17.0
519,17.0,-19.0,2.0,1025.0,NW,71.1,0.0,0.0,17.0
520,17.0,-19.0,3.0,1024.0,NW,79.15,0.0,0.0,22.0
521,22.0,-19.0,3.0,1024.0,NW,86.3,0.0,0.0,0.0
522,0.0,-18.0,2.0,1024.0,NW,91.22,0.0,0.0,0.0
523,0.0,-18.0,1.0,1024.0,NW,96.14,0.0,0.0,0.0
524,0.0,-17.0,0.0,1024.0,NW,100.16,0.0,0.0,0.0
525,0.0,-18.0,0.0,1024.0,SE,1.79,0.0,0.0,0.0
526,0.0,-15.0,-3.0,1024.0,cv,0.89,0.0,0.0,0.0
527,0.0,-16.0,0.0,1023.0,NW,1.79,0.0,0.0,0.0
528,0.0,-16.0,0.0,1023.0,NW,4.92,0.0,0.0,0.0
529,0.0,-15.0,-2.0,1022.0,NW,6.71,0.0,0.0,0.0
530,0.0,-14.0,-7.0,1022.0,cv,0.45,0.0,0.0,0.0
531,0.0,-14.0,-8.0,1021.0,NW,1.79,0.0,0.0,0.0
532,0.0,-16.0,-11.0,1021.0,NW,3.58,0.0,0.0,0.0
533,0.0,-14.0,-9.0,1019.0,NW,4.47,0.0,0.0,0.0
534,0.0,-15.0,-10.0,1019.0,cv,0.89,0.0,0.0,0.0
535,0.0,-16.0,-12.0,1019.0,SE,0.89,0.0,0.0,0.0
536,0.0,-15.0,-12.0,1019.0,cv,0.89,0.0,0.0,0.0
537,0.0,-16.0,-13.0,1019.0,NE,1.79,0.0,0.0,0.0
538,0.0,-13.0,-7.0,1020.0,cv,0.89,0.0,0.0,0.0
539,0.0,-12.0,-4.0,1019.0,cv,1.78,0.0,0.0,0.0
540,0.0,-13.0,0.0,1019.0,cv,2.67,0.0,0.0,0.0
541,0.0,-16.0,4.0,1018.0,NW,4.02,0.0,0.0,0.0
542,0.0,-19.0,5.0,1017.0,NW,13.85,0.0,0.0,0.0
543,0.0,-18.0,5.0,1017.0,NW,22.79,0.0,0.0,0.0
544,0.0,-19.0,5.0,1017.0,NW,32.62,0.0,0.0,0.0
545,0.0,-20.0,5.0,1018.0,NW,40.67,0.0,0.0,0.0
546,0.0,-19.0,3.0,1020.0,NW,49.61,0.0,0.0,0.0
547,0.0,-18.0,1.0,1023.0,NW,61.68,0.0,0.0,0.0
548,0.0,-20.0,-1.0,1027.0,NW,76.88,0.0,0.0,0.0
549,0.0,-20.0,-2.0,1028.0,NW,89.84,0.0,0.0,0.0
550,0.0,-21.0,-3.0,1029.0,NW,98.78,0.0,0.0,0.0
551,0.0,-25.0,-4.0,1030.0,NW,113.98,0.0,0.0,0.0
552,0.0,-26.0,-5.0,1031.0,NW,129.18,0.0,0.0,0.0
553,0.0,-25.0,-5.0,1031.0,NW,141.25,0.0,0.0,0.0
554,0.0,-25.0,-6.0,1031.0,NW,150.19,0.0,0.0,0.0
555,0.0,-24.0,-6.0,1032.0,NW,162.26,0.0,0.0,0.0
556,0.0,-24.0,-6.0,1033.0,NW,172.09,0.0,0.0,0.0
557,0.0,-23.0,-6.0,1033.0,NW,181.92,0.0,0.0,0.0
558,0.0,-22.0,-7.0,1033.0,NW,187.73,0.0,0.0,0.0
559,0.0,-21.0,-7.0,1033.0,NW,192.65,0.0,0.0,0.0
560,0.0,-21.0,-7.0,1034.0,NW,196.67,0.0,0.0,0.0
561,0.0,-21.0,-6.0,1035.0,NW,201.59,0.0,0.0,0.0
562,0.0,-21.0,-4.0,1036.0,NW,207.4,0.0,0.0,0.0
563,0.0,-22.0,-3.0,1036.0,NW,216.34,0.0,0.0,0.0
564,0.0,-22.0,-2.0,1036.0,NW,222.15,0.0,0.0,0.0
565,0.0,-23.0,-1.0,1035.0,NW,230.2,0.0,0.0,0.0
566,0.0,-26.0,1.0,1033.0,NW,238.25,0.0,0.0,0.0
567,0.0,-25.0,2.0,1032.0,NW,245.4,0.0,0.0,0.0
568,0.0,-25.0,2.0,1031.0,NW,252.55,0.0,0.0,0.0
569,0.0,-24.0,2.0,1031.0,NW,257.47,0.0,0.0,0.0
570,0.0,-22.0,1.0,1031.0,SE,4.02,0.0,0.0,0.0
571,0.0,-19.0,-1.0,1031.0,SE,7.15,0.0,0.0,0.0
572,0.0,-19.0,-1.0,1031.0,SE,10.28,0.0,0.0,0.0
573,0.0,-17.0,-4.0,1031.0,SE,12.07,0.0,0.0,0.0
574,0.0,-18.0,-1.0,1031.0,SE,15.2,0.0,0.0,0.0
575,0.0,-18.0,-5.0,1030.0,cv,0.89,0.0,0.0,0.0
576,0.0,-18.0,-3.0,1030.0,SE,3.13,0.0,0.0,0.0
577,0.0,-16.0,-9.0,1030.0,cv,0.89,0.0,0.0,0.0
578,0.0,-16.0,-8.0,1029.0,cv,1.78,0.0,0.0,0.0
579,0.0,-16.0,-11.0,1029.0,cv,2.23,0.0,0.0,0.0
580,0.0,-16.0,-12.0,1029.0,cv,3.12,0.0,0.0,0.0
581,0.0,-16.0,-10.0,1028.0,NW,3.13,0.0,0.0,0.0
582,0.0,-17.0,-10.0,1028.0,NW,4.92,0.0,0.0,0.0
583,0.0,-17.0,-12.0,1027.0,NW,6.71,0.0,0.0,0.0
584,0.0,-17.0,-10.0,1027.0,NW,8.5,0.0,0.0,0.0
585,0.0,-18.0,-13.0,1028.0,NE,1.79,0.0,0.0,0.0
586,0.0,-16.0,-8.0,1028.0,NW,4.02,0.0,0.0,0.0
587,0.0,-16.0,-6.0,1027.0,NW,5.81,0.0,0.0,0.0
588,0.0,-15.0,-3.0,1027.0,cv,0.89,0.0,0.0,88.0
589,88.0,-15.0,-1.0,1025.0,SE,1.79,0.0,0.0,85.0
590,85.0,-18.0,0.0,1024.0,SE,3.58,0.0,0.0,90.0
591,90.0,-19.0,1.0,1023.0,cv,0.89,0.0,0.0,127.0
592,127.0,-18.0,2.0,1021.0,SE,1.79,0.0,0.0,144.0
593,144.0,-17.0,1.0,1021.0,SE,4.92,0.0,0.0,203.0
594,203.0,-14.0,-1.0,1021.0,SE,5.81,0.0,0.0,199.0
595,199.0,-13.0,-3.0,1021.0,SE,6.7,0.0,0.0,231.0
596,231.0,-13.0,-3.0,1021.0,cv,0.89,0.0,0.0,274.0
597,274.0,-11.0,-5.0,1020.0,NE,0.89,0.0,0.0,340.0
598,340.0,-13.0,-6.0,1020.0,NW,1.79,0.0,0.0,298.0
599,298.0,-11.0,-5.0,1020.0,cv,0.89,0.0,0.0,268.0
600,268.0,-11.0,-4.0,1019.0,NW,1.79,0.0,0.0,299.0
601,299.0,-11.0,-4.0,1019.0,NW,3.58,0.0,0.0,300.0
602,300.0,-12.0,-3.0,1018.0,NW,5.37,0.0,0.0,240.0
603,240.0,-11.0,-4.0,1017.0,NW,7.16,0.0,0.0,213.0
604,213.0,-11.0,-4.0,1016.0,NW,10.29,0.0,0.0,171.0
605,171.0,-12.0,-3.0,1016.0,NW,12.08,0.0,0.0,153.0
606,153.0,-11.0,-4.0,1016.0,NW,15.21,0.0,0.0,153.0
607,153.0,-11.0,-5.0,1015.0,NW,17.0,0.0,0.0,140.0
608,140.0,-11.0,-4.0,1015.0,NW,18.79,0.0,0.0,147.0
609,147.0,-11.0,-3.0,1015.0,NE,3.13,0.0,0.0,158.0
610,158.0,-10.0,-1.0,1015.0,NE,6.26,0.0,0.0,153.0
611,153.0,-9.0,1.0,1015.0,NE,9.39,0.0,0.0,154.0
612,154.0,-9.0,3.0,1015.0,NW,1.79,0.0,0.0,143.0
613,143.0,-9.0,4.0,1014.0,NW,4.92,0.0,0.0,90.0
614,90.0,-9.0,6.0,1013.0,NW,8.05,0.0,0.0,55.0
615,55.0,-13.0,8.0,1012.0,NW,16.1,0.0,0.0,52.0
616,52.0,-14.0,8.0,1013.0,NW,24.15,0.0,0.0,41.0
617,41.0,-14.0,7.0,1014.0,NW,32.2,0.0,0.0,29.0
618,29.0,-13.0,7.0,1015.0,NW,39.35,0.0,0.0,37.0
619,37.0,-13.0,5.0,1016.0,NW,47.4,0.0,0.0,49.0
620,49.0,-12.0,4.0,1018.0,NW,52.32,0.0,0.0,56.0
621,56.0,-13.0,3.0,1019.0,NW,56.34,0.0,0.0,38.0
622,38.0,-14.0,3.0,1020.0,NW,62.15,0.0,0.0,37.0
623,37.0,-14.0,3.0,1021.0,NW,67.96,0.0,0.0,28.0
624,28.0,-14.0,0.0,1022.0,NW,71.98,0.0,0.0,20.0
625,20.0,-13.0,-1.0,1023.0,NW,76.9,0.0,0.0,22.0
626,22.0,-15.0,-1.0,1023.0,NE,7.15,0.0,0.0,27.0
627,27.0,-15.0,-1.0,1024.0,NE,12.07,0.0,0.0,34.0
628,34.0,-15.0,-2.0,1025.0,NE,16.09,0.0,0.0,27.0
629,27.0,-15.0,-2.0,1025.0,NE,21.01,0.0,0.0,32.0
630,32.0,-15.0,-3.0,1025.0,NE,25.03,0.0,0.0,28.0
631,28.0,-15.0,-3.0,1025.0,NW,3.13,0.0,0.0,28.0
632,28.0,-15.0,-3.0,1026.0,NW,8.05,0.0,0.0,18.0
633,18.0,-16.0,-3.0,1027.0,NW,12.97,0.0,0.0,17.0
634,17.0,-17.0,-2.0,1028.0,NW,20.12,0.0,0.0,16.0
635,16.0,-18.0,-2.0,1029.0,NW,25.93,0.0,0.0,18.0
636,18.0,-19.0,-1.0,1028.0,NW,35.76,0.0,0.0,16.0
637,16.0,-21.0,1.0,1027.0,NW,44.7,0.0,0.0,12.0
638,12.0,-24.0,1.0,1026.0,NW,53.64,0.0,0.0,13.0
639,13.0,-25.0,1.0,1026.0,NW,62.58,0.0,0.0,23.0
640,23.0,-25.0,1.0,1026.0,NW,72.41,0.0,0.0,21.0
641,21.0,-24.0,1.0,1026.0,NW,82.24,0.0,0.0,13.0
642,13.0,-25.0,0.0,1026.0,NW,91.18,0.0,0.0,14.0
643,14.0,-22.0,0.0,1027.0,NW,99.23,0.0,0.0,23.0
644,23.0,-20.0,-1.0,1027.0,NW,103.25,0.0,0.0,16.0
645,16.0,-21.0,-1.0,1027.0,NW,105.04,0.0,0.0,25.0
646,25.0,-21.0,-4.0,1028.0,NE,0.89,0.0,0.0,20.0
647,20.0,-21.0,-2.0,1027.0,NW,4.02,0.0,0.0,25.0
648,25.0,-22.0,-2.0,1027.0,NW,7.15,0.0,0.0,19.0
649,19.0,-22.0,-1.0,1027.0,NW,12.07,0.0,0.0,24.0
650,24.0,-21.0,-4.0,1027.0,NW,15.2,0.0,0.0,25.0
651,25.0,-21.0,-4.0,1026.0,cv,0.89,0.0,0.0,20.0
652,20.0,-19.0,-8.0,1026.0,NE,1.79,0.0,0.0,24.0
653,24.0,-20.0,-7.0,1025.0,cv,0.89,0.0,0.0,17.0
654,17.0,-20.0,-8.0,1024.0,NW,1.79,0.0,0.0,10.0
655,10.0,-18.0,-10.0,1024.0,cv,0.89,0.0,0.0,11.0
656,11.0,-21.0,-2.0,1024.0,NW,4.02,0.0,0.0,16.0
657,16.0,-21.0,-1.0,1025.0,NW,9.83,0.0,0.0,20.0
658,20.0,-24.0,1.0,1025.0,NW,17.88,0.0,0.0,13.0
659,13.0,-25.0,2.0,1025.0,NW,26.82,0.0,0.0,12.0
660,12.0,-24.0,3.0,1024.0,NW,33.97,0.0,0.0,12.0
661,12.0,-25.0,4.0,1023.0,NW,42.02,0.0,0.0,12.0
662,12.0,-24.0,5.0,1022.0,NW,50.07,0.0,0.0,12.0
663,12.0,-25.0,6.0,1020.0,NW,57.22,0.0,0.0,31.0
664,31.0,-25.0,6.0,1020.0,NW,65.27,0.0,0.0,36.0
665,36.0,-23.0,6.0,1020.0,NW,72.42,0.0,0.0,42.0
666,42.0,-22.0,5.0,1020.0,NW,78.23,0.0,0.0,52.0
667,52.0,-21.0,5.0,1020.0,NW,84.04,0.0,0.0,26.0
668,26.0,-20.0,5.0,1020.0,NW,89.85,0.0,0.0,24.0
669,24.0,-20.0,3.0,1020.0,NW,93.87,0.0,0.0,25.0
670,25.0,-20.0,3.0,1020.0,NW,97.89,0.0,0.0,43.0
671,43.0,-19.0,3.0,1021.0,NW,101.02,0.0,0.0,47.0
672,47.0,-19.0,3.0,1020.0,NW,105.94,0.0,0.0,61.0
673,61.0,-18.0,0.0,1020.0,NW,109.96,0.0,0.0,66.0
674,66.0,-18.0,0.0,1020.0,NW,114.88,0.0,0.0,65.0
675,65.0,-15.0,-1.0,1020.0,cv,1.79,0.0,0.0,70.0
676,70.0,-15.0,-2.0,1020.0,NW,0.89,0.0,0.0,36.0
677,36.0,-16.0,-1.0,1020.0,NW,4.02,0.0,0.0,37.0
678,37.0,-16.0,-4.0,1019.0,NW,8.94,0.0,0.0,22.0
679,22.0,-15.0,-5.0,1020.0,cv,0.89,0.0,0.0,24.0
680,24.0,-16.0,-5.0,1020.0,NW,3.13,0.0,0.0,29.0
681,29.0,-15.0,-6.0,1021.0,cv,0.89,0.0,0.0,35.0
682,35.0,-15.0,0.0,1021.0,NW,4.02,0.0,0.0,35.0
683,35.0,-18.0,3.0,1021.0,NW,8.04,0.0,0.0,33.0
684,33.0,-21.0,5.0,1020.0,NW,12.96,0.0,0.0,32.0
685,32.0,-22.0,6.0,1020.0,NW,18.77,0.0,0.0,25.0
686,25.0,-22.0,7.0,1019.0,NW,25.92,0.0,0.0,16.0
687,16.0,-22.0,7.0,1018.0,NW,35.75,0.0,0.0,26.0
688,26.0,-23.0,7.0,1018.0,NW,45.58,0.0,0.0,32.0
689,32.0,-23.0,7.0,1017.0,NW,52.73,0.0,0.0,36.0
690,36.0,-22.0,6.0,1018.0,NW,58.54,0.0,0.0,37.0
691,37.0,-21.0,5.0,1018.0,NW,64.35,0.0,0.0,45.0
692,45.0,-21.0,5.0,1019.0,NW,70.16,0.0,0.0,71.0
693,71.0,-19.0,4.0,1019.0,NW,74.18,0.0,0.0,67.0
694,67.0,-19.0,5.0,1020.0,NW,78.2,0.0,0.0,69.0
695,69.0,-19.0,2.0,1020.0,NW,81.33,0.0,0.0,94.0
696,94.0,-18.0,2.0,1021.0,NW,84.46,0.0,0.0,85.0
697,85.0,-18.0,1.0,1021.0,NW,87.59,0.0,0.0,35.0
